model,method,wnid,name,image_pos,image_idx,corruption,family,severity,prob_clean,prob_corr,prob_drop,correct_clean,correct_corr,xai_iou,xai_corr,centroid_shift,entropy_clean,entropy_corr,entropy_delta,family_model,clean_brightness,corr_brightness,delta_brightness,abs_delta_brightness,clean_contrast,corr_contrast,delta_contrast,abs_delta_contrast,clean_hf_energy,corr_hf_energy,delta_hf_energy,abs_delta_hf_energy,clean_edge_strength,corr_edge_strength,delta_edge_strength,abs_delta_edge_strength,clean_entropy,corr_entropy,delta_entropy,abs_delta_entropy,clean_saturation,corr_saturation,delta_saturation,abs_delta_saturation,clean_colorfulness,corr_colorfulness,delta_colorfulness,abs_delta_colorfulness
resnet50,cam,n02769748,backpack,0,1102,gaussian_noise,noise,1,0.17777404189109802,0.1347663849592209,0.043007656931877136,1,1,0.4501155067860237,0.7061575925752948,9.411787023672403,4.672487239793595,4.218860549783175,-0.4536266900104202,CNN,0.21467912197113037,0.21633696556091309,0.0016578435897827148,0.0016578435897827148,0.18384917080402374,0.1875847578048706,0.003735587000846863,0.003735587000846863,0.02715207450091839,0.05457429587841034,0.02742222137749195,0.02742222137749195,0.030811097472906113,0.0578974112868309,0.02708631381392479,0.02708631381392479,4.916569578068174,5.1378690867361065,0.2212995086679328,0.2212995086679328,0.2954906225204468,0.6365809440612793,0.3410903215408325,0.3410903215408325,0.14253868162631989,0.20129236578941345,0.05875368416309357,0.05875368416309357
resnet50,ig,n02769748,backpack,0,1102,gaussian_noise,noise,1,0.17777404189109802,0.1347663849592209,0.043007656931877136,1,1,0.20509125840537945,0.24470442334967984,16.684266577698757,2.0729766341794176,2.085717769343419,0.012741135164001438,CNN,0.21467912197113037,0.21633696556091309,0.0016578435897827148,0.0016578435897827148,0.18384917080402374,0.1875847578048706,0.003735587000846863,0.003735587000846863,0.02715207450091839,0.05457429587841034,0.02742222137749195,0.02742222137749195,0.030811097472906113,0.0578974112868309,0.02708631381392479,0.02708631381392479,4.916569578068174,5.1378690867361065,0.2212995086679328,0.2212995086679328,0.2954906225204468,0.6365809440612793,0.3410903215408325,0.3410903215408325,0.14253868162631989,0.20129236578941345,0.05875368416309357,0.05875368416309357
resnet50,cam,n02769748,backpack,0,1102,gaussian_noise,noise,2,0.17777404189109802,0.18186968564987183,-0.004095643758773804,1,1,0.45829700668410345,0.7196719884401539,15.178561325033801,4.672487239793595,4.462423145815169,-0.21006409397842596,CNN,0.21467912197113037,0.22206775844097137,0.007388636469841003,0.007388636469841003,0.18384917080402374,0.1902935802936554,0.006444409489631653,0.006444409489631653,0.02715207450091839,0.07968395948410034,0.05253188498318195,0.05253188498318195,0.030811097472906113,0.07335207611322403,0.04254097864031792,0.04254097864031792,4.916569578068174,5.207685637450133,0.2911160593819595,0.2911160593819595,0.2954906225204468,0.71533203125,0.4198414087295532,0.4198414087295532,0.14253868162631989,0.24621742963790894,0.10367874801158905,0.10367874801158905
resnet50,ig,n02769748,backpack,0,1102,gaussian_noise,noise,2,0.17777404189109802,0.18186968564987183,-0.004095643758773804,1,1,0.19590085795996187,0.22460647484507024,22.65073131688328,2.0729766341794176,1.7182038123381649,-0.3547728218412527,CNN,0.21467912197113037,0.22206775844097137,0.007388636469841003,0.007388636469841003,0.18384917080402374,0.1902935802936554,0.006444409489631653,0.006444409489631653,0.02715207450091839,0.07968395948410034,0.05253188498318195,0.05253188498318195,0.030811097472906113,0.07335207611322403,0.04254097864031792,0.04254097864031792,4.916569578068174,5.207685637450133,0.2911160593819595,0.2911160593819595,0.2954906225204468,0.71533203125,0.4198414087295532,0.4198414087295532,0.14253868162631989,0.24621742963790894,0.10367874801158905,0.10367874801158905
resnet50,cam,n02769748,backpack,0,1102,gaussian_noise,noise,3,0.17777404189109802,0.03666079044342041,0.1411132514476776,1,0,0.4672514619883041,0.6463400173204675,19.003172240659065,4.672487239793595,4.410878176439516,-0.2616090633540793,CNN,0.21467912197113037,0.2347726821899414,0.020093560218811035,0.020093560218811035,0.18384917080402374,0.1953614503145218,0.011512279510498047,0.011512279510498047,0.02715207450091839,0.1209188774228096,0.09376680292189121,0.09376680292189121,0.030811097472906113,0.09579692780971527,0.06498583033680916,0.06498583033680916,4.916569578068174,5.305602221051059,0.389032642982885,0.389032642982885,0.2954906225204468,0.7769613265991211,0.4814707040786743,0.4814707040786743,0.14253868162631989,0.3152843415737152,0.17274565994739532,0.17274565994739532
resnet50,ig,n02769748,backpack,0,1102,gaussian_noise,noise,3,0.17777404189109802,0.03666079044342041,0.1411132514476776,1,0,0.14756160311017094,0.10294274964449636,27.5631363381147,2.0729766341794176,2.414789338747652,0.3418127045682344,CNN,0.21467912197113037,0.2347726821899414,0.020093560218811035,0.020093560218811035,0.18384917080402374,0.1953614503145218,0.011512279510498047,0.011512279510498047,0.02715207450091839,0.1209188774228096,0.09376680292189121,0.09376680292189121,0.030811097472906113,0.09579692780971527,0.06498583033680916,0.06498583033680916,4.916569578068174,5.305602221051059,0.389032642982885,0.389032642982885,0.2954906225204468,0.7769613265991211,0.4814707040786743,0.4814707040786743,0.14253868162631989,0.3152843415737152,0.17274565994739532,0.17274565994739532
resnet50,cam,n02769748,backpack,0,1102,gaussian_noise,noise,4,0.17777404189109802,0.004259724169969559,0.17351431772112846,1,0,0.30855988004433144,0.5093368004365986,18.171916382774267,4.672487239793595,4.010682850132556,-0.6618043896610386,CNN,0.21467912197113037,0.255106121301651,0.04042699933052063,0.04042699933052063,0.18384917080402374,0.20589500665664673,0.022045835852622986,0.022045835852622986,0.02715207450091839,0.17492051422595978,0.1477684397250414,0.1477684397250414,0.030811097472906113,0.12458547949790955,0.09377438202500343,0.09377438202500343,4.916569578068174,5.417268630723461,0.5006990526552872,0.5006990526552872,0.2954906225204468,0.8151885867118835,0.5196979641914368,0.5196979641914368,0.14253868162631989,0.4031652510166168,0.26062656939029694,0.26062656939029694
resnet50,ig,n02769748,backpack,0,1102,gaussian_noise,noise,4,0.17777404189109802,0.004259724169969559,0.17351431772112846,1,0,0.11368806524995839,0.001823994693946228,24.305946282778695,2.0729766341794176,1.8008761208861486,-0.272100513293269,CNN,0.21467912197113037,0.255106121301651,0.04042699933052063,0.04042699933052063,0.18384917080402374,0.20589500665664673,0.022045835852622986,0.022045835852622986,0.02715207450091839,0.17492051422595978,0.1477684397250414,0.1477684397250414,0.030811097472906113,0.12458547949790955,0.09377438202500343,0.09377438202500343,4.916569578068174,5.417268630723461,0.5006990526552872,0.5006990526552872,0.2954906225204468,0.8151885867118835,0.5196979641914368,0.5196979641914368,0.14253868162631989,0.4031652510166168,0.26062656939029694,0.26062656939029694
resnet50,cam,n02769748,backpack,0,1102,gaussian_noise,noise,5,0.17777404189109802,0.0008734086877666414,0.17690063320333138,1,0,0.32078699743370404,0.3774490303220021,23.398318445369796,4.672487239793595,3.656953203575122,-1.0155340362184728,CNN,0.21467912197113037,0.28848186135292053,0.07380273938179016,0.07380273938179016,0.18384917080402374,0.22565405070781708,0.041804879903793335,0.041804879903793335,0.02715207450091839,0.2379046082496643,0.21075253374874592,0.21075253374874592,0.030811097472906113,0.16261261701583862,0.1318015195429325,0.1318015195429325,4.916569578068174,5.56448594142315,0.6479163633549758,0.6479163633549758,0.2954906225204468,0.8408560752868652,0.5453654527664185,0.5453654527664185,0.14253868162631989,0.5208762884140015,0.3783376067876816,0.3783376067876816
resnet50,ig,n02769748,backpack,0,1102,gaussian_noise,noise,5,0.17777404189109802,0.0008734086877666414,0.17690063320333138,1,0,0.07182143429273243,-0.09619705042795608,25.043193946011183,2.0729766341794176,1.8591882599819542,-0.21378837419746333,CNN,0.21467912197113037,0.28848186135292053,0.07380273938179016,0.07380273938179016,0.18384917080402374,0.22565405070781708,0.041804879903793335,0.041804879903793335,0.02715207450091839,0.2379046082496643,0.21075253374874592,0.21075253374874592,0.030811097472906113,0.16261261701583862,0.1318015195429325,0.1318015195429325,4.916569578068174,5.56448594142315,0.6479163633549758,0.6479163633549758,0.2954906225204468,0.8408560752868652,0.5453654527664185,0.5453654527664185,0.14253868162631989,0.5208762884140015,0.3783376067876816,0.3783376067876816
